Annotator_0_Cat|Annotator_1_Cat|Annotator_2_Cat|0_1_Cat_Agr|0_2_Cat_Agr|1_2_Cat_Agr|2/3-Agreem|3/3-Agreem|Int_Ext_Agr|id|sentence/context - better?
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|453|In return for taxes, taxpayers should not only  receive goods and services, but also sound governance that is respectful and  protective of democratic principles and processes. 
Rawlsian|0|Rawlsian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|185|In societies where more emphasis is put on social justice (“all for one and one for all”) the rich will “naturally” pay higher taxes in order to make the structure flatter and more rounded and provide equality of access.
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|347|In such a way,  given the distribution of wealth, progressive taxation allows the State to  collect the taxes required for the satisfaction of public needs at the  minimum cost for collectivity. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|358|In the broad sense, tax justice explores pro-poor and redistributive tax systems able to reduce income and social inequality. It involves a transparent process of pro-poor collection (those who have less, pay less) and pro-poor expenditure (those who have less, receive more), for instance, through public services
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|218|In the context of the tax transfer system, equity is usually considered under the two criteria  of vertical equity and horizontal equity. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|542|In the first place, the taxing  authority should be able to arrange that two persons in the same  economic position pay the same sum and that a richer person pays  more than a poorer. 
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|442|"In the late 1950s, Richard Musgrave wrote that ""[p]erhaps the most widely accepted principle of
equity in taxation is that people in equal positions should be treated equally.""' "
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|299|In the modern world, taxation should be applied in a manner,  which the returns will benefit the citizens. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|473|In this case, however, it would  be easy to show that a much larger share may have to go to the upper  classes in order for the lower classes to maximize their economic expectations. 
Procedural|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|305|In this connection, the affluent should be paying higher taxes compared to the poor. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|36|In this context, the principle of ability to pay calls for progressive taxation. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|249|In this system the distribution is based on talents but is qualified by the assumptionthat everyone has an equal opportunity to develop his talents regardless of social  position. 
Utilitarian|Rawlsian|Utilitarian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|613|In this way, Rawls argues, the resulting  distribution will be just since it is determined by justly structured institutions. 
Procedural|Utilitarian|0|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|277|Increased compliance should boost the external integrity of the tax system, and the  external integrity of the tax system should encourage compliance. 
Procedural|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|513|"Indeed, in a subsequent  article, Dodge describes HE and VE as ""formal norms"" that ""equally-situated  persons should be treated equally"" and ""unequally-situated persons should be  taxed differently to an appropriate degree."" "
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|25|Indeed, some trace the notion of HE as a fundamental tax principle to John Stuart Mill, who opined that a tax system ought to demand an equal tax burden from taxpayers with equal capacity to contribute.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|158|"Indeed, that is a basic tenet of welfarist tax policy: Tax should minimize the total ""excess
burden"" that taxation places on society."
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|366|"Indeed, the principle ""no taxation without representation"" is not simply a principle of representative democracy, but was also a proscription in some early constitutions that conditioned the right to vote on the fact of being a taxpayer."
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|359|Individual equity emphasizes that we are entitled to the rewards of our efforts and from the trades and transactions that we make and thus is closely related to traditional market notions of efﬁciency.
Procedural|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|492|Inequalities in taxation that fail to benefit the most disadvantaged  may be outweighed by other economic arrangements and provisions  that benefit those who are worst-off.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|153|Insofar as individuals acquire (and retain) genuine property rights, all taxation is theft. 
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|65|Insofar as the master âtaxesâ away a portion of the product  of his labor, the slave has obviously been forced to work for purposes other than  his own, even though he has no property right in the product of his labor (the portion  of it he is allowed to eat also belongs to the master). 
Deontological|Libertarian|0|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|387|Instead of searching for a fair tax system, ethical behavior of the taxpayer  should be expected and set as a target. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|170|Instead of talking about whether a tax change is progressive or not, the discussion should focus on whether the tax change has maximized total utility and, if not, how far the tax system is from its optimal structure. 
Utilitarian|Rawlsian|Utilitarian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|477|Instead, the criterion  establishes a simple maximization rule: Maximize the welfare of the least well-off. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|370|Integrity and compliance are most at risk of parting ways when a tax  authority seeks to improve compliance solely through making changes to the  administrative or legal infrastructure without regard to the sensibilities of citizens. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|382|Investment in  the human management system or taxpayer culture offers a further bonus to a tax  authority facing changes to the administrative and legal system. 
Deontological|Deontological|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|326|"ion. The utilitarian insistence on maximizing social welfare has its tax counterpart in a doctrine
 of ""minimal sacrifice"" according to which the tax policy most conducive to promoting overall welfare is the one that imposes a minimum burden on society"
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|649|"Irrespective of how desirable the goal of moderate equality may be, it is claimed, and notwithstanding the ability of a well-designed wealth transfer tax to accommodate the competing goods of economic efficiency, individual generosity, civic pluralism, and social solidarity, redistribution generally and transfer taxation specifically are inherently unjustified
on the grounds that they infringe individual liberties by violating private property rights.'"
Utilitarian|Utilitarian|Deontological|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|145|Is imposition of taxation tantamount to forced labour? 
Deontological|Deontological|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|18|It also assumes that in a collectivized system for the general good, all  work in economic harmony. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|537|It being by him removed from the common state nature placed  it in, hath by this labour something annexed to it that excludes the common right of  other men. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|401|It could even depress the prospects of the worst-off group, if the system  failed to include sufficient redistribution or investment. 
Utilitarian|Utilitarian|Deontological|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|148|It follows that a just  distribution might obtain in a society that is not just. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|12|It is a  plan for a simpler, fairer, and more economically rational tax. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|355|It is acceptable to improve the prospects of those better-off as well, as  long as the prospects of the worst-off are made better. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|134|It is commonly assumed that a  person with a large income is better able to pay than a person with a small or moderate  income. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|364|It is important for economic efficiency that  the tax applied to any given firm have a single rate. 
Utilitarian|0|Utilitarian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|603|"It is just this mind set that accounts for Robert Nozick's familiar line that taxation is not only theft but also a form of forced labor, or at least ""on a par"" with it."
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|77|It is not quite the same as the general claim that taxation  interferes with individual liberty insofar as its enforcement is intrusive and it prevents  one from doing what he wants with a portion of his income,2 for there are many who  would find such infringements of liberty acceptable but nevertheless consider uncomfortable  the notion that taxation also amounts to forcing people to work. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|95|It is on the basis of this  assumption that the model advocates stricter audit and heavy penalties for offenders as a basis for reducing non-compliance. 
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|398|It is only by an escape from the focus on the individual, and recognition  of taxation as a tool of the collectivity, that progressivity in  taxation properly may be regarded as fair and in accordance with  principles of justice. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|482|It is only in this way, I believe, that the problem of distribution can be handled  as a case of pure procedural justice. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|167|It is relatively easy to generalize about fundamental tax reform:  Simplify the law, make it fair, and stimulate economic growth. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|579|It is the careful balance among its provisions that improvements administratively workable and politically D. The Defiat  The Fair Tax was designed to replace, in its first year, the same revenue raised by the current tax system. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|136|It is therefore hypothesized that those who believe that there are disparities  in who is paying their fair share will also believe that these disparities are mirrored  in the procedures and processes adopted by the tax office to collect the revenue (the  procedural justice hypothesis). 
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|315|It makes intuitive sense that one would want to tax saving, in the spirit  of redistribution and fairness, when the yield to capital allows individuals  to live better, in material terms: the case of upward shifts. 
Rawlsian|Libertarian|Utilitarian|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|111|It may be the case that states have a right to impose institutions even if they are not fully just. 
Deontological|Rawlsian|0|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|470|It might be assumed, in financing  particular services, that an equal cost was incurred in servicing every  taxpayer. 
Deontological|Deontological|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|8|It must tax as if all  citizens were alike in such respects. 
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|324|It redefined tax fairness in nonutilitarian  terms, where taxation is one of the institutional structures of  society designed to guarantee equal concern and respect for each individual. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|472|It seems to me that the logic of the difference principle would lead to the imposition of a steeper and steeper progressive tax with redistribution of the monies generated to those at the bottom until the process reached the point at which steeper progressivity became counterproductive, in the sense of leaving less money to redistribute than a less progressive tax because of its negative effect on incentives
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|449|It then applies a single rate to all labor income above this level. 
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|115|Its purpose is to investigate the extent to which the  Australian community believes that their tax authority is pursuing one of its goals,  collecting revenue, in a sound and purposeful way. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|250|"James maintains that international trade harms individuals and is unjust if the ""injured person's life prospects would have been better under autarky, in which case he or she is made worse off, over- all, for life in an open society. "
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|288|Just as invoking  specific substantive controls on the tax raising power of government limits governmental  discretion and so provides insurance against exploitation, so specifying the nature of the  political process (votingsystems, frequency of elections, term limits, etc.) 
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|206|Just as it can build cohesion in the community, it can  provide a basis for unity in a tax authority as difficult trade-offs are made redesigning  the legal and administrative system. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|376|Justice and logic, however, dictate that  our method of raising revenue be fair, efficient, certain, and administered in a  manner that promotes the health of the economy. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|28|"Knut Wicksell, for example, argued that unanimity on combined tax and spending decisions was
“the only certain and palpable guarantee against injustice in tax distribution,”"
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|243|Let us  call this full self-ownership.3  While this version of libertarianism may be the most distinctive,  and is definitely the most often discussed and attacked, few libertarians actually hold this  position. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|215|Libertarians see  individuals as sovereign, as people who have a right to control their bodies and work,  who are free to decide how to interact with willing others, and who cannot be forced to  do things against their will without very strong justification. 
Libertarian|Libertarian|Rawlsian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|242|ligious contexts. As far as this value is concerned, therefore, it would seem that the best tax is no tax at all.
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|251|Locke makes the famous statement that:  every man has a property in his own person; this nobody has any right to but himself. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|341|Looking at wages, or the payment for labor, taxes on  them cause after-tax wages to fall, and so people find work less attractive. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|230|Many of the needs of development, such as building institutions  and basic infrastructure, providing adequate education and social security  and alleviating poverty are formidable objectives that require public resources. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|210|Many of the problems and tradeoffs created by fundamental tax  reform could be mitigated if reform boosted growth dramatically. 
Procedural|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|416|Marriage neutrality would be the equal taxation of incomes regardless of marital status. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|156|Max burdens should bear similarly upon persons whom we regard as in substantially similar circumstances, and differently where circumstances differ.
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|445|Meaningful tax reform requires a transparent process in which informed citizens, and not just Wall Street titans and business lobbyists, have input on legislation that affects the tax code and revenue received by the Treasury. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|601|More capital also means the  economy will have more productive assets, which also contributes to  more production. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|150|Moreover, any tax is inevitably the  product of give and take between various interests and branches of government motivated  by a self-interest that is not typically consonant with principles of societal justice. 
Deontological|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|593|Moreover, in a democracy the person has a vote, at least indirectly, in  determining the government's tax system. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|169|Moreover, income tax was believed to foster  the development of democratic values in society. 
Deontological|Utilitarian|Deontological|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|640|Moreover, it seems prima facie implausible  to suppose that the state should be, and inevitably any society in which it is  rightful owner of everything would be a totalitarian one, as no doubt even Nozickâs  critics would acknowledge.4   If they do acknowledge it, their objection to Nozickâs argument can have no  force, for although that argument does presuppose that the state does not own all  property, that is all it presupposes by way of a theory of property rights. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|117|Most libertarians, that is, endorse a conception of self-ownership that is weakened  along one or several dimensions in order to avoid these objections. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|377|"Musgrave describes the legacy of ""ability to pay"" taxation as, ""[a] general index of economic wellbeing  which broadly measures a person's capacity to contribute or to 'sacrifice' on behalf of government."" "
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|485|"No measure should be carried out unless it have the prior unanimous or at any  rate overwhelming support of the whole people."" "
Procedural|0|Procedural|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|268|Nonetheless, it is sometimes suggested that Nozickâs argument is essentially  concerned with the violation of property rights or with theft, rather than with forced  labor in that Nozick presupposes that one has a property right in the portion of oneâs  earnings the state takes in taxes, a right his critics claim he fails to establish (Kymlicka  1990, 107â18; Michael 1997, 141; Weinberg 1997, 336; Otsuka 1998, 71).3 Nozickâs  argument, as stated previously, nowhere explicitly appeals to any claim about  property rights, and it is by no means obvious that an argument objecting to some  practice on the grounds that it amounts to forced labor needs even implicitly to do so. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|469|"Normatively, optimal taxation theory addresses the question of ""how  best to raise revenues in a distorted economy."" "
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|309|"Not A ""Fair"" Tax   means, we will allocate a greater proportion of the tax burden to  those of greater means. "
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|266|Nozick  claims, a redistributive system invades that right making others âa part  owner of you giving them a property right in youâ. 
Libertarian|Libertarian|Deontological|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|45|Nozick has compared this to slavery. 
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|239|Nozick likens the imposition of redistributive taxes (typically progressively designed) on people who are working to earn money to partial enslavement.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|633|Nozick's basic assumption is that this society naturally develops into a state very limited in powers and responsibilities, an undertone that precludes most forms of taxation, particularly those tax structures that are redistributive in nature.
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|424|Obviously, progressive taxation by mitigating inequalities in the  distribution of wealth could, if coupled with a wise program of public expenditures,  decrease the inequalities of opportunity. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|504|Of course, there is a limit to liberalism's respect for individual  autonomy, and traditionally, it is drawn at the point where one person's  exercise of her autonomy infringes the autonomy of others. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|379|Of the characteristics of the tax system, probably equity or fairness was the  oldest requirement ever raised. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|451|Of the main moral theories, libertarianism-with its particular  workmanship model of property rights-is the most hostile to raising  revenue for government expenditures through taxes.13' Nonetheless, even  libertarians generally approve of using taxes to maintain institutions that  enforce and protect individuals' property and contractual rights.1 32 Public  goods, such as national defense, necessarily benefit everyone, and free  riders cannot be practically excluded.1 33 Yet, whether a good is public or   125. 
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|570|On the first point, more private assets means there will be  more capital, which will have a positive impact on wages, which benefits  the working people, especially the young. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|72|One of the central propositions of this chapter is that just as regulators look  for substantive compliance in the actions of those they regulate, citizens look for  substantive integrity in the authorities that seek to direct their actions. 
Procedural|Procedural|OTHER|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|342|One of the prime purposes of a tax system is to enable  government to distribute resources in such a way that no member of the society  is left alone to face unremitting hardship. 
Libertarian|Libertarian|Rawlsian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|278|One option is to listen to the community and understand the grounds of  resistance so that changes can be made to policy and practice. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|82|One way to achieve an efficient tax system (meaning a true consumption  tax) is to let people accumulate wealth in untaxed assets and then apply  the tax when the assets are cashed in to finance consumption. 
Deontological|Rawlsian|Rawlsian|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|564|One way to try to do so would be to argue that the state, in imposing taxation, engaged in theft, and that in order to prevent the theft one could lie to the state, just as one could lie to a thief.
Utilitarian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|292|Only a tax system that burdens exclusively the poorest group would be foreclosed on account of the difference principle, because that scheme of public finance would necessarily entail some redistribution, in the form of public goods at least, from the worst-off to the better-off. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|255|Opponents of progressivity argue that it is unfair  to penalize those who are successful in a free market economy,  and implicitly reject the idea that the government should help the  unsuccessful through the tax system.' 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|127|Or, if they consume the same amount of  the same goods, they should pay the same consumption taxes. 
Libertarian|Libertarian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|316|Our economy stifled by restrictive tax rates will  never produce enough revenue to balance the budget. 
Utilitarian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|627|Our federal tax code contributes to damaging inequality in our nation and must be reshaped to ensure all pay their fair share. We are called to invest in a society that will meet the needs of all, especially those at the economic margins; this is a core tenet of our faith teaching. tax reform should make the tax code more progressive, raise revenue to support vital programs, and decrease inequality. tax justice will be a step toward mending the gap in income and wealth and toward a society and an economy of inclusion. 
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|604|Outlining the principles for and methods of tax collection for the  public and committing the organisation to the effective monitoring of compliance    Taxing Democracy   are further steps that a tax authority can take in an effort to win public support and  establish a cooperative and responsive relationship with the community at large. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|572|Over the very long run, to the extent that a corporate tax  cut induces capital accumulation, which in turn raises the productivity of workers,  a competitive labor market will generate real wage increases. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|617|Ownership is really about controlling state power and having  that state power set up in a way to exploit the general population and the  social resources and enforce property rights. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|312|Pacifist versions of libertarianism (which are possible but almost never endorsed) reject all enforceable duties and hence reject the possibility of a just state and a fortiori of just taxation.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|560|Part of this emphasis reflects the concerns of economists  and policy mavens that tax reform could improve the efficiency of  the economy and generate extra income for U.S. citizens. 
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|514|Paying taxes gives citizens a very real sense of participation in Government. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|594|People desired that the system be fair, and the inequities removed. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|15|People with different incomes shall pay different amount of taxes based on the principle that their sacrifice in form of taxes shall have the same “price” for themselves.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|455|People with higher income pay more but their loss is less than the overall gained happiness, so utilitarian government would impose progressive taxes.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|163|Perhaps more importantly, the tax authority, and the government  of which it is part, must communicate belief in citizens, responsiveness to their  concerns, and commitment to accord to each member of the democracy equal status  as a citizen, in spite of marked differences in their taxpaying circumstances. 
Libertarian|OTHER|0|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|320|Perhaps the most widely accepted principle of equity in taxation is that people in equal positions should be treated equally
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|495|person has a right to get back what they have put in: if a person puts in more, they are  entitled to receive more. 
Utilitarian|Utilitarian|Rawlsian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|489|Political institutions, such as the  tax system, must be part of that design. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|581|Political parties, in this  approach, can be seen as playing groups of voters off against each other in attempting to  raise revenue at minimal political cost in terms of votes lost. 
Deontological|Rawlsian|Rawlsian|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|474|Poll taxes were employed  to impose equal charges upon the taxpayers, apparently reflecting the idea  of equal benefits from personal protection and equal costs. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|195|Presently, some business properties are 'paying much more than their proper share and others are paying much less. The problem can best be solved, first, by making uniformity the objective and, second, by developing the skills to do it adequately.
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|639|President Bush has said that any tax reform must be revenue-neutral,  maintain a progressive tax system, and promote economic growth. 
Utilitarian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|228|Pre-tax income assumes central moral significance, and taxation can resemble slavery.
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|125|"Prior to this time some polls had indicated a majority agreed with the proposition  that ""rich people should pay more as a share of their income than low and middle income  people."" "
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|412|Progressive  taxation develops when low and average incomes reach the political power to  shift on higher incomes the tax burden previously put on them. 
Deontological|Utilitarian|Rawlsian|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|476|Proponents of this approach often base their claim on drastic inequalities in the global distribution of resources and life chances, and on the role that international taxation could—and arguably should—play in remedying this situation by enabling a redistribution of resources towards less affluent parts of the world.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|562|Put another way, the hope for a progressive spending tax is that  the wealthy save more in part so that the not-wealthy can spend more. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|237|Put more succinctly, for libertarians, taxation is theft.
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|426|Raise representation within the democratic process because it has been found that only when an electorate and a government are bound by the common interest of tax does democratic accountability really work; and finally to facilitate:
Rawlsian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|116|Raising tax rates rewards and promotes tax shelter-  ing and evasion, and penalizes the return to productive activity. 
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|648|Rationality is the consideration and acceptance of long-term aspects which  point beyond momentary interests (redistribution attenuating poverty helps maintain  public safety, so extra funds for increasing safety are not necessary). 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|402|Rawls' difference  principle would give absolute priority to the worst off group. 
Libertarian|Libertarian|Rawlsian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|352|Redistribution through higher taxes on the wealthy seems to be an obvious policy instrument to reduce the widening gap between the rich and the poor.
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|16|Regardless of how the matter is stated, the entitlement version of libertarianism posits that coercive taxation is anathema (or, at least, should be kept to the bare minimum), and whatever level of taxation is allowed on no account should be used for redistribution, especially of the top-to-bottom kind
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|329|Regressive taxes are not welcomed by utilitarian governments as the economic loss for people with lower income surpasses the overall happiness. 
Libertarian|Libertarian|Rawlsian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|269|Respecting the standards in the legislative process that follow from the principle of tax justice is very obvious when it comes to substantiation.
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|3|"Robert Nozick argues that taxation makes the  state a ""part owner"" of individuals, giving it a ""property right"" in people. "
